year,student_id,gender,race,class,region,discrimination_complaint
2000,S300904,M,black,12A,pennsylvania,1
2000,S300907,F,black,11B,pennsylvania,1
2000,S300908,F,black,11B,north_carolina,0
2000,S300910,F,black,11A,florida,0
2000,S300911,F,black,12A,pennsylvania,1
2000,S300912,F,black,11B,michigan,1
2000,S300913,M,black,11A,california,0
2000,S300914,M,black,11B,illinois,0
2000,S300915,F,black,11B,california,0
2000,S300916,F,black,11B,michigan,0
2000,S300917,F,black,12B,north_carolina,1
2000,S300920,M,black,11B,texas,0
2000,S300924,M,hispanic,11A,texas,0
2000,S300925,F,hispanic,11B,illinois,0
2000,S300926,M,hispanic,11B,illinois,0
2000,S300927,F,hispanic,12A,florida,0
2000,S300928,M,hispanic,11B,florida,0
2000,S300929,M,hispanic,11B,ohio,0
2000,S300930,M,hispanic,12B,california,0
2000,S300931,F,hispanic,12B,new_york,0
2000,S300933,M,hispanic,12B,new_york,0
2000,S300934,F,hispanic,12B,florida,0
2000,S300936,M,hispanic,11A,california,0
2000,S300937,F,hispanic,11A,new_york,0
2000,S300939,M,hispanic,12B,california,0
2000,S300944,M,hispanic,11A,new_york,0
2000,S300945,F,hispanic,11B,new_york,0
2000,S300946,F,hispanic,12B,texas,1
2000,S300947,M,hispanic,11B,north_carolina,0
2000,S300949,F,hispanic,11B,pennsylvania,0
2000,S300950,F,hispanic,11A,california,0
2000,S300951,M,hispanic,11B,michigan,0
2000,S300952,F,hispanic,12A,ohio,0
2000,S300953,F,hispanic,11A,pennsylvania,0
2000,S300954,M,hispanic,12A,illinois,0
2000,S300955,M,hispanic,12B,illinois,0
2000,S300956,F,hispanic,11B,pennsylvania,0
2000,S300957,F,hispanic,12B,florida,0
2000,S300958,F,hispanic,12A,california,0
2000,S300959,M,hispanic,12B,illinois,0
2000,S300960,M,hispanic,12A,pennsylvania,0
2000,S300961,F,hispanic,11B,ohio,0
2000,S300962,F,hispanic,11A,california,0
2000,S300963,F,hispanic,11A,texas,0
2000,S300964,M,hispanic,11B,pennsylvania,0
2000,S300966,F,hispanic,12A,pennsylvania,0
2000,S300967,M,hispanic,12B,ohio,0
2000,S300968,M,hispanic,12A,pennsylvania,0
2000,S300969,M,hispanic,12A,florida,0
2000,S300970,M,hispanic,12A,texas,0
2000,S300971,F,asian,11B,new_york,0
2000,S300974,F,asian,11B,north_carolina,0
2000,S300975,F,asian,11B,new_york,0
2000,S300976,M,asian,11A,michigan,0
2000,S300978,F,asian,11A,michigan,0
2000,S300979,M,asian,11B,pennsylvania,0
2000,S300981,F,asian,12A,ohio,0
2000,S300982,F,asian,12A,pennsylvania,0
2000,S300983,F,asian,11A,illinois,0
2000,S300984,F,asian,11B,pennsylvania,0
2000,S300985,F,asian,12A,ohio,0
2000,S300986,F,asian,11A,ohio,0
2000,S300987,M,asian,12A,pennsylvania,0
2000,S300988,M,asian,11B,texas,0
2000,S300990,F,asian,12B,pennsylvania,0
2000,S300991,M,asian,12B,ohio,0
2000,S300992,M,asian,12A,north_carolina,0
2000,S300993,F,asian,11A,texas,0
2000,S300994,M,asian,11B,florida,0
2000,S300996,M,asian,12A,florida,0
2000,S300997,F,asian,11B,north_carolina,0
2000,S300998,F,asian,12A,florida,0
2000,S300999,F,asian,12B,ohio,0
2000,S301003,F,other,11B,illinois,0
2000,S301004,F,other,12A,pennsylvania,0
2000,S301005,M,other,11A,ohio,0
2000,S301006,M,other,11A,florida,0
2000,S301007,F,other,11A,california,0
2000,S301008,F,other,12A,michigan,0
2000,S301009,M,other,12B,georgia,0
2000,S301010,M,other,12A,ohio,0
2000,S301011,F,other,12B,ohio,0
2000,S301012,M,other,11B,michigan,0
2000,S301013,F,other,12B,illinois,0
2000,S301014,M,other,12A,ohio,0
2000,S301015,F,other,11A,new_york,0
2000,S301016,F,other,11A,new_york,0
2000,S301017,M,other,11A,new_york,0
2000,S301019,M,other,11B,ohio,1
2000,S301020,F,other,12A,texas,0
2000,S301021,M,white,12B,california,0
2000,S301022,M,white,10B,pennsylvania,0
2000,S301023,F,white,12B,texas,0
2000,S301025,F,white,10A,california,0
2000,S301026,M,white,10B,georgia,0
2000,S301027,F,white,11A,new_york,1
2000,S301028,M,white,10B,michigan,0
2000,S301030,M,white,11B,new_york,0
2000,S301031,M,white,11B,new_york,0
2000,S301032,F,white,10A,north_carolina,0
2000,S301033,M,white,10A,florida,0
2000,S301034,M,white,10A,florida,0
2000,S301036,F,white,11B,new_york,0
2000,S301038,M,white,12A,california,0
2000,S301039,F,white,10A,illinois,0
2000,S301040,M,white,11A,pennsylvania,0
2000,S301041,F,white,10A,pennsylvania,0
2000,S301042,M,white,11A,new_york,0
2000,S301043,F,white,11A,illinois,0
2000,S301044,F,white,11B,new_york,0
2000,S301045,M,white,12B,pennsylvania,0
2000,S301046,F,white,10A,california,0
2000,S301047,F,white,10B,georgia,0
2000,S301048,F,white,11A,california,0
2000,S301049,F,white,11A,texas,0
2000,S301050,F,white,10A,california,0
2000,S301051,M,white,11B,ohio,0
2000,S301052,M,white,10A,illinois,0
2000,S301053,M,white,11A,ohio,0
2000,S301054,F,white,12B,new_york,0
2000,S301055,M,white,12B,texas,0
2000,S301056,F,white,11A,pennsylvania,0
2000,S301057,F,white,10B,california,0
2000,S301058,F,white,10B,michigan,0
2000,S301059,M,white,11B,new_york,0
2000,S301061,M,white,11B,pennsylvania,0
2000,S301062,M,white,10A,illinois,0
2000,S301063,M,white,11B,ohio,0
2000,S301064,F,white,12B,michigan,0
2000,S301065,M,white,11A,michigan,0
2000,S301066,M,white,11B,texas,0
2000,S301067,M,white,12A,pennsylvania,0
2000,S301069,F,white,12B,florida,0
2000,S301070,M,white,10A,new_york,0
2000,S301071,F,white,12A,florida,0
2000,S301072,M,white,10A,illinois,0
2000,S301073,M,white,11B,california,0
2000,S301074,F,white,12A,ohio,0
2000,S301075,M,white,12A,georgia,0
2000,S301076,M,white,11A,pennsylvania,0
2000,S301077,F,white,10B,new_york,0
2000,S301078,F,white,12A,north_carolina,0
2000,S301079,F,white,10B,illinois,0
2000,S301080,F,white,10B,illinois,0
2000,S301081,M,white,10B,new_york,0
2000,S301082,M,white,10A,texas,0
2000,S301083,F,white,12B,new_york,0
2000,S301084,F,black,12A,california,0
2000,S301085,F,black,10A,georgia,1
2000,S301086,F,black,10A,ohio,0
2000,S301087,F,black,12A,north_carolina,0
2000,S301088,F,black,10B,florida,0
2000,S301090,M,black,12A,florida,0
2000,S301091,M,black,12A,illinois,0
2000,S301092,M,black,10B,michigan,0
2000,S301093,F,black,12A,georgia,0
2000,S301095,M,black,10B,california,0
2000,S301096,M,hispanic,10A,texas,0
2000,S301097,M,hispanic,10A,california,0
2000,S301099,F,hispanic,11A,california,0
2000,S301100,F,asian,10B,florida,0
2000,S301101,F,other,10B,florida,0
2000,S301102,M,white,10B,new_york,0
2000,S301103,M,white,9B,new_york,0
2000,S301104,F,white,12A,pennsylvania,0
2000,S301105,M,white,10A,california,0
2000,S301106,F,white,11B,florida,0
2000,S301107,M,white,9A,michigan,0
2000,S301108,F,white,10A,california,0
2000,S301109,F,white,10A,texas,0
2000,S301110,M,white,10A,georgia,0
2000,S301111,F,white,10A,michigan,0
2000,S301112,F,white,9B,north_carolina,0
2000,S301113,M,white,11A,georgia,0
2000,S301114,F,white,11A,michigan,0
2000,S301115,M,white,9B,california,0
2000,S301116,F,white,10B,texas,0
2000,S301117,F,white,9A,texas,0
2000,S301118,M,white,9A,pennsylvania,0
2000,S301119,F,white,9B,texas,0
2000,S301120,M,white,10B,ohio,0
2000,S301121,M,white,12A,illinois,1
2000,S301122,M,white,9A,texas,0
2000,S301123,M,white,9A,michigan,0
2000,S301124,M,white,11B,california,0
2000,S301125,M,white,9B,ohio,0
2000,S301126,M,white,10A,florida,0
2000,S301127,F,white,9A,florida,0
2000,S301128,F,white,9B,pennsylvania,0
2000,S301129,M,white,9B,texas,0
2000,S301130,M,white,12B,georgia,0
2000,S301131,M,white,9B,michigan,0
2000,S301132,M,white,12A,pennsylvania,0
2000,S301133,M,white,11B,california,0
2000,S301134,F,white,12A,california,0
2000,S301135,F,white,9B,north_carolina,0
2000,S301136,F,white,9A,florida,0
2000,S301137,F,white,11B,illinois,0
2000,S301138,M,white,10A,north_carolina,0
2000,S301139,M,white,10B,michigan,0
2000,S301140,F,white,9A,michigan,0
2000,S301141,M,white,9B,north_carolina,0
2000,S301142,M,white,11A,georgia,0
2000,S301143,M,white,10A,illinois,0
2000,S301144,M,white,9A,ohio,0
2000,S301145,M,white,11B,texas,0
2000,S301146,M,white,10B,ohio,0
2000,S301147,M,white,9A,illinois,1
2000,S301148,M,white,9B,new_york,0
2000,S301149,M,white,9A,ohio,0
2000,S301150,M,white,9A,pennsylvania,0
2000,S301151,M,white,9B,pennsylvania,0
2000,S301152,F,white,9A,pennsylvania,0
2000,S301153,M,white,11A,illinois,0
2000,S301154,M,white,11B,california,0
2000,S301155,F,white,11B,illinois,0
2000,S301156,M,white,9B,new_york,0
2000,S301157,F,white,9A,pennsylvania,0
2000,S301158,M,white,10A,new_york,0
2000,S301159,F,white,9B,pennsylvania,0
2000,S301160,F,white,11A,illinois,0
2000,S301161,M,white,11B,new_york,0
2000,S301162,F,white,10A,pennsylvania,0
2000,S301163,F,white,11B,new_york,0
2000,S301164,F,white,10A,michigan,0
2000,S301165,M,white,12A,texas,0
2000,S301166,M,white,12A,michigan,0
2000,S301167,M,white,10A,ohio,0
2000,S301168,F,white,11A,pennsylvania,0
2000,S301169,F,white,10B,north_carolina,0
2000,S301170,M,white,10B,north_carolina,0
2000,S301171,F,white,9B,new_york,0
2000,S301172,M,white,10B,michigan,0
2000,S301173,F,white,11B,california,0
2000,S301174,F,white,10B,michigan,0
2000,S301175,M,white,10B,ohio,0
2000,S301176,M,white,9B,texas,0
2000,S301177,F,white,10B,new_york,0
2000,S301178,F,white,10B,michigan,0
2000,S301179,M,white,11B,north_carolina,0
2000,S301180,M,white,10B,north_carolina,0
2000,S301181,F,white,11B,illinois,0
2000,S301182,F,white,10B,georgia,0
2000,S301183,M,white,10B,illinois,0
2000,S301184,M,white,10B,georgia,0
2000,S301185,F,white,9A,ohio,0
2000,S301186,F,white,10B,georgia,0
2000,S301187,F,white,11B,florida,0
2000,S301188,F,white,9A,new_york,0
2000,S301189,F,white,11A,north_carolina,0
2000,S301190,M,white,10B,illinois,0
2000,S301191,F,white,10B,texas,0
2000,S301192,M,white,11A,north_carolina,0
2000,S301193,M,white,10B,georgia,0
2000,S301194,M,white,10B,georgia,0
2000,S301195,F,white,12B,pennsylvania,0
2000,S301196,M,white,11B,ohio,0
2000,S301197,F,white,9B,north_carolina,0
2000,S301198,M,white,11A,georgia,0
2000,S301199,F,white,9A,michigan,0
2000,S301200,M,white,9B,illinois,0
2000,S301201,M,white,12A,new_york,0
2000,S301202,M,white,11B,florida,0
2000,S301203,F,white,9B,new_york,0
2000,S301204,M,white,9B,pennsylvania,0
2000,S301205,F,white,9B,texas,0
2000,S301206,M,white,10B,georgia,0
2000,S301207,M,white,10B,florida,0
2000,S301208,M,white,9B,north_carolina,0
2000,S301209,F,white,9A,georgia,0
2000,S301210,F,white,10A,georgia,0
2000,S301211,F,white,11B,georgia,0
2000,S301212,F,white,11A,georgia,0
2000,S301213,M,white,10A,ohio,0
2000,S301214,M,white,9A,new_york,1
2000,S301215,M,white,9B,florida,0
2000,S301216,F,white,10A,pennsylvania,0
2000,S301217,M,white,10B,north_carolina,0
2000,S301218,F,white,11A,ohio,0
2000,S301219,M,white,11A,florida,0
2000,S301220,F,white,12B,texas,0
2000,S301221,M,white,9B,texas,0
2000,S301222,F,white,10A,michigan,0
2000,S301223,M,white,9B,illinois,0
2000,S301224,M,white,10A,california,0
2000,S301225,M,white,10A,north_carolina,0
2000,S301226,F,white,10A,new_york,0
2000,S301227,M,white,10B,michigan,0
2000,S301228,F,white,10A,illinois,0
2000,S301229,M,white,10B,north_carolina,0
2000,S301230,M,white,12B,florida,0
2000,S301231,F,white,9B,illinois,0
2000,S301232,M,white,11A,pennsylvania,0
2000,S301233,M,white,10B,texas,0
2000,S301234,F,white,10A,michigan,0
2000,S301235,F,white,11A,florida,0
2000,S301236,F,white,9B,ohio,0
2000,S301237,M,white,12A,north_carolina,0
2000,S301238,M,white,9B,california,0
2000,S301239,F,white,10A,california,0
2000,S301240,M,white,9B,new_york,0
2000,S301241,M,white,11A,ohio,0
2000,S301242,F,white,11A,new_york,0
2000,S301243,F,white,9A,illinois,0
2000,S301244,F,white,10B,michigan,0
2000,S301245,M,white,10A,north_carolina,0
2000,S301246,M,white,11A,michigan,0
2000,S301247,M,white,9B,california,0
2000,S301248,F,white,9A,michigan,0
2000,S301249,M,white,12B,north_carolina,1
2000,S301250,F,white,11A,north_carolina,0
2000,S301251,M,white,9A,michigan,0
2000,S301252,F,white,11A,new_york,0
2000,S301253,M,white,11A,michigan,0
2000,S301254,F,white,10B,north_carolina,0
2000,S301255,F,white,11B,texas,0
2000,S301256,F,white,9B,michigan,0
2000,S301257,M,white,10A,florida,0
2000,S301258,F,white,10B,california,1
2000,S301259,F,white,10B,new_york,1
2000,S301260,M,white,9B,ohio,0
2000,S301261,M,white,10A,florida,0
2000,S301262,M,black,10A,ohio,1
2000,S301263,F,black,12B,illinois,1
2000,S301264,M,black,12A,michigan,0
2000,S301265,F,black,12A,michigan,0
2000,S301266,F,black,9B,michigan,0
2000,S301267,M,black,9B,georgia,0
2000,S301268,F,black,10A,ohio,0
2000,S301269,F,black,10B,ohio,0
2000,S301270,F,black,11A,florida,0
2000,S301271,F,black,9B,georgia,0
2000,S301272,F,black,9B,georgia,0
2000,S301273,M,black,10B,texas,0
2000,S301274,F,black,9A,north_carolina,0
2000,S301275,M,black,9B,texas,0
2000,S301276,M,black,11B,florida,0
2000,S301277,F,black,9A,florida,0
2000,S301278,M,black,9A,florida,0
2000,S301279,F,black,9A,ohio,0
2000,S301280,M,black,9B,florida,0
2000,S301281,M,black,11A,ohio,0
2000,S301282,F,black,9B,illinois,0
2000,S301283,M,black,10A,north_carolina,0
2000,S301284,F,black,10B,illinois,0
2000,S301285,M,black,10A,texas,0
2000,S301286,M,black,9B,florida,0
2000,S301287,F,black,9A,ohio,0
2000,S301288,F,black,10B,michigan,0
2000,S301289,F,hispanic,11A,texas,0
2000,S301290,F,hispanic,11B,georgia,0
2000,S301291,M,hispanic,9A,texas,0
2000,S301292,F,hispanic,11B,new_york,0
2000,S301293,F,hispanic,12B,pennsylvania,1
2000,S301294,M,hispanic,9B,california,0
2000,S301295,M,hispanic,10A,north_carolina,0
2000,S301296,F,hispanic,11B,florida,0
2000,S301297,M,hispanic,9B,michigan,0
2000,S301298,M,asian,9A,michigan,0
2000,S301299,M,asian,9B,north_carolina,0
2000,S301300,M,asian,11A,new_york,0
2000,S301301,M,asian,9B,illinois,0
2000,S301302,M,asian,9A,texas,0
2000,S301303,F,asian,9A,georgia,0
2000,S301304,M,other,9B,pennsylvania,0
2000,S301305,M,other,11A,georgia,0
2001,S300002,M,white,12B,georgia,0
2001,S300006,M,white,12B,new_york,0
2001,S300008,F,white,12B,california,0
2001,S300010,F,white,12B,florida,0
2001,S300012,F,white,12B,california,0
2001,S300015,M,white,12A,north_carolina,0
2001,S300016,F,white,12B,georgia,0
2001,S300019,F,white,12B,california,0
2001,S300022,F,white,12A,ohio,0
2001,S300023,M,white,12A,new_york,0
2001,S300028,M,white,12A,north_carolina,0
2001,S300031,M,white,12B,pennsylvania,0
2001,S300032,M,white,12B,texas,0
2001,S300033,M,white,12B,texas,0
2001,S300037,M,white,12B,pennsylvania,0
2001,S300038,M,white,12A,texas,0
2001,S300039,M,white,12B,florida,0
2001,S300040,M,white,12A,new_york,0
2001,S300048,F,white,12B,north_carolina,0
2001,S300050,M,white,12A,illinois,0
2001,S300051,F,white,12B,texas,0
2001,S300052,M,white,12B,ohio,0
2001,S300054,M,white,12A,texas,0
2001,S300055,F,white,12B,texas,0
2001,S300058,F,white,12A,illinois,0
2001,S300059,M,white,12B,north_carolina,0
2001,S300060,F,white,12A,georgia,0
2001,S300062,M,white,12A,pennsylvania,0
2001,S300065,M,white,12B,new_york,0
2001,S300066,M,white,12B,pennsylvania,0
2001,S300071,F,white,12A,michigan,0
2001,S300072,M,white,12A,michigan,0
2001,S300074,M,white,12B,california,0
2001,S300077,M,white,12A,illinois,0
2001,S300078,M,white,12A,texas,0
2001,S300080,M,white,12B,illinois,0
2001,S300081,F,white,12B,florida,0
2001,S300083,F,white,12B,california,0
2001,S300086,F,white,12B,california,0
2001,S300087,M,white,12B,georgia,0
2001,S300091,F,white,12A,florida,0
2001,S300092,F,white,12A,illinois,0
2001,S300093,F,white,12A,north_carolina,0
2001,S300094,F,white,12A,pennsylvania,0
2001,S300098,F,white,12A,north_carolina,0
2001,S300101,F,white,12B,georgia,0
2001,S300102,M,white,12B,illinois,0
2001,S300103,M,white,12A,florida,0
2001,S300108,F,white,12A,texas,0
2001,S300109,F,white,12A,illinois,0
2001,S300113,M,white,12B,illinois,0
2001,S300114,M,white,12A,california,0
2001,S300115,F,white,12A,pennsylvania,0
2001,S300118,F,white,12A,illinois,0
2001,S300119,M,white,12B,texas,0
2001,S300121,M,white,12B,illinois,0
2001,S300128,F,white,12A,texas,0
2001,S300131,M,white,12A,california,0
2001,S300138,M,white,12A,michigan,0
2001,S300139,M,white,12A,pennsylvania,0
2001,S300140,M,white,12B,california,0
2001,S300142,F,white,12A,texas,0
2001,S300143,F,white,12A,florida,0
2001,S300145,M,white,12A,georgia,0
2001,S300147,M,white,12B,ohio,0
2001,S300148,F,white,12B,pennsylvania,0
2001,S300151,F,white,12A,new_york,0
2001,S300152,F,white,12B,california,0
2001,S300153,F,white,12A,texas,0
2001,S300157,F,white,12B,florida,0
2001,S300160,M,white,12B,new_york,0
2001,S300162,M,white,12A,florida,0
2001,S300164,M,white,12A,california,0
2001,S300166,F,white,12B,california,0
2001,S300167,M,white,12B,new_york,1
2001,S300169,M,white,12A,illinois,0
2001,S300170,F,white,12B,florida,0
2001,S300177,M,white,12B,ohio,0
2001,S300178,F,white,12B,michigan,0
2001,S300182,F,white,12B,michigan,0
2001,S300186,F,white,12A,michigan,0
2001,S300188,F,white,12A,florida,0
2001,S300193,M,white,12A,new_york,0
2001,S300194,M,white,12A,georgia,0
2001,S300201,F,white,12A,florida,0
2001,S300202,F,white,12B,michigan,1
2001,S300203,F,white,12B,ohio,1
2001,S300204,M,white,12A,north_carolina,0
2001,S300205,M,white,12A,georgia,0
2001,S300206,F,white,12B,georgia,0
2001,S300208,M,white,12A,california,0
2001,S300210,F,white,12B,illinois,0
2001,S300211,M,white,12A,ohio,0
2001,S300213,F,white,12B,georgia,0
2001,S300215,F,white,12B,north_carolina,0
2001,S300219,F,white,12A,illinois,0
2001,S300220,M,white,12A,georgia,0
2001,S300222,M,white,12A,california,0
2001,S300223,M,white,12A,new_york,0
2001,S300226,M,white,12B,michigan,0
2001,S300228,F,white,12A,california,0
2001,S300230,M,white,12B,new_york,0
2001,S300231,M,white,12B,texas,0
2001,S300234,M,white,12B,michigan,0
2001,S300243,F,white,12B,ohio,0
2001,S300244,F,white,12B,ohio,0
2001,S300246,F,white,12A,michigan,0
2001,S300247,F,white,12B,texas,0
2001,S300248,F,white,12A,california,0
2001,S300249,F,white,12A,north_carolina,0
2001,S300254,M,white,12A,north_carolina,0
2001,S300255,F,white,12A,illinois,0
2001,S300260,M,white,12B,north_carolina,0
2001,S300262,M,white,12B,pennsylvania,1
2001,S300263,F,white,12A,illinois,0
2001,S300265,F,white,12B,new_york,0
2001,S300267,M,white,12A,north_carolina,0
2001,S300268,F,white,12A,pennsylvania,0
2001,S300270,M,white,12B,ohio,0
2001,S300271,F,white,12A,ohio,0
2001,S300272,F,white,12B,texas,0
2001,S300273,F,white,12A,new_york,0
2001,S300274,F,white,12B,california,0
2001,S300277,M,white,12B,michigan,0
2001,S300279,M,white,12A,texas,0
2001,S300285,M,white,12B,texas,0
2001,S300287,M,white,12A,georgia,0
2001,S300290,M,white,12B,ohio,0
2001,S300291,F,white,12B,north_carolina,0
2001,S300295,F,white,12A,new_york,0
2001,S300297,F,white,12B,california,0
2001,S300299,M,white,12B,ohio,0
2001,S300305,F,white,12A,california,0
2001,S300306,M,white,12B,new_york,0
2001,S300309,F,white,12A,new_york,0
2001,S300313,M,white,12B,illinois,0
2001,S300317,F,white,12A,california,0
2001,S300321,F,white,12A,georgia,0
2001,S300324,F,white,12B,north_carolina,0
2001,S300326,F,white,12A,pennsylvania,0
2001,S300329,M,white,12B,new_york,0
2001,S300330,M,white,12A,california,0
2001,S300331,M,white,12B,california,0
2001,S300333,M,white,12B,illinois,0
2001,S300334,M,white,12A,pennsylvania,0
2001,S300335,F,white,12B,michigan,0
2001,S300339,F,white,12A,pennsylvania,0
2001,S300340,F,white,12A,north_carolina,0
2001,S300341,F,white,12B,pennsylvania,0
2001,S300342,F,white,12A,north_carolina,1
2001,S300346,M,white,12B,new_york,0
2001,S300349,M,white,12B,illinois,0
2001,S300353,F,white,12B,pennsylvania,0
2001,S300356,F,white,12A,michigan,0
2001,S300359,F,white,12A,texas,0
2001,S300366,F,white,12A,pennsylvania,0
2001,S300367,M,white,12A,michigan,0
2001,S300368,M,white,12A,california,0
2001,S300371,M,white,12A,florida,0
2001,S300372,M,white,12A,texas,0
2001,S300375,M,white,12B,new_york,0
2001,S300379,F,white,12B,texas,0
2001,S300380,F,white,12B,ohio,0
2001,S300382,M,white,12A,pennsylvania,0
2001,S300383,F,white,12A,pennsylvania,0
2001,S300384,M,white,12A,california,0
2001,S300389,F,white,12A,pennsylvania,0
2001,S300390,M,white,12A,illinois,0
2001,S300392,M,white,12A,pennsylvania,0
2001,S300395,M,white,12A,north_carolina,0
2001,S300399,F,white,12A,georgia,0
2001,S300402,M,white,12B,florida,0
2001,S300408,F,white,12A,florida,0
2001,S300409,M,white,12A,florida,0
2001,S300410,M,white,12B,florida,0
2001,S300412,F,white,12B,north_carolina,0
2001,S300415,M,white,12B,texas,0
2001,S300417,M,white,12B,texas,0
2001,S300420,M,white,12B,michigan,0
2001,S300421,M,white,12B,michigan,0
2001,S300423,F,white,12B,new_york,0
2001,S300425,M,white,12B,florida,1
2001,S300426,M,white,12A,california,0
2001,S300427,F,white,12A,north_carolina,0
2001,S300433,M,white,12A,california,1
2001,S300434,F,white,12B,new_york,0
2001,S300438,F,white,12A,texas,0
2001,S300440,F,white,12A,california,0
2001,S300446,M,white,12A,florida,0
2001,S300450,M,white,12A,new_york,0
2001,S300456,F,white,12A,michigan,0
2001,S300457,F,white,12A,pennsylvania,0
2001,S300458,F,white,12B,new_york,0
2001,S300463,M,white,12B,georgia,0
2001,S300466,M,white,12B,georgia,0
2001,S300467,M,white,12A,florida,0
2001,S300469,F,white,12B,ohio,0
2001,S300471,F,white,12A,michigan,0
2001,S300472,F,white,12A,north_carolina,0
2001,S300473,M,white,12B,michigan,0
2001,S300476,M,white,12B,illinois,0
2001,S300480,F,white,12B,michigan,0
2001,S300483,M,white,12A,north_carolina,0
2001,S300485,F,white,12A,california,0
2001,S300486,M,white,12B,michigan,0
2001,S300487,F,white,12A,illinois,0
2001,S300494,M,white,12B,california,0
2001,S300496,F,white,12A,michigan,0
2001,S300500,F,white,12B,illinois,0
2001,S300503,F,white,12A,new_york,0
2001,S300504,M,white,12A,georgia,0
2001,S300507,M,white,12B,north_carolina,0
2001,S300513,M,white,12A,north_carolina,0
2001,S300516,M,white,12B,pennsylvania,0
2001,S300518,M,white,12B,north_carolina,0
2001,S300521,M,white,12B,new_york,0
2001,S300522,F,white,12A,illinois,0
2001,S300524,M,white,12A,texas,0
2001,S300525,M,white,12B,north_carolina,0
2001,S300527,M,white,12B,ohio,0
2001,S300528,M,white,12B,pennsylvania,0
2001,S300529,F,white,12B,texas,1
2001,S300530,M,white,12B,texas,0
2001,S300534,M,white,12A,texas,0
2001,S300535,M,white,12B,michigan,0
2001,S300538,M,white,12A,texas,0
2001,S300539,F,white,12A,illinois,0
2001,S300542,F,white,12B,california,0
2001,S300543,M,white,12A,california,0
2001,S300546,M,white,12A,california,0
2001,S300549,M,white,12A,texas,0
2001,S300550,M,white,12A,texas,0
2001,S300552,M,white,12B,north_carolina,0
2001,S300555,F,white,12B,florida,0
2001,S300557,M,white,12A,florida,0
2001,S300558,F,white,12B,texas,0
2001,S300561,F,white,12B,florida,0
2001,S300562,M,white,12B,michigan,0
2001,S300565,F,white,12B,florida,1
2001,S300568,F,white,12B,michigan,0
2001,S300570,M,white,12B,new_york,0
2001,S300578,F,white,12B,ohio,0
2001,S300579,F,white,12A,ohio,0
2001,S300582,M,white,12A,florida,0
2001,S300583,F,white,12A,new_york,0
2001,S300584,M,white,12B,ohio,0
2001,S300586,F,white,12A,california,0
2001,S300588,M,white,12B,ohio,0
2001,S300589,F,white,12B,illinois,0
2001,S300591,M,white,12B,california,0
2001,S300593,F,white,12A,california,0
2001,S300594,M,white,12B,georgia,0
2001,S300595,F,white,12A,california,0
2001,S300596,M,white,12B,california,0
2001,S300601,F,white,12B,california,0
2001,S300606,F,white,12B,texas,0
2001,S300607,M,white,12B,north_carolina,0
2001,S300610,F,white,12B,new_york,0
2001,S300613,F,white,12A,north_carolina,0
2001,S300614,F,white,12A,illinois,0
2001,S300616,M,white,12A,north_carolina,0
2001,S300619,F,white,12B,california,0
2001,S300622,F,white,12B,texas,0
2001,S300623,M,white,12A,michigan,0
2001,S300624,F,white,12B,texas,0
2001,S300628,M,white,12A,pennsylvania,0
2001,S300629,M,white,12B,illinois,0
2001,S300636,F,white,12A,pennsylvania,0
2001,S300639,F,white,12B,texas,0
2001,S300641,F,white,12B,california,0
2001,S300647,M,white,12B,pennsylvania,0
2001,S300649,M,white,12B,new_york,0
2001,S300658,M,white,12A,north_carolina,0
2001,S300660,M,white,12A,new_york,0
2001,S300663,F,white,12A,florida,0
2001,S300669,F,white,12A,north_carolina,0
2001,S300670,M,white,12B,north_carolina,0
2001,S300671,M,white,12A,new_york,0
2001,S300674,M,white,12A,illinois,0
2001,S300675,M,white,12B,north_carolina,0
2001,S300676,F,white,12A,ohio,0
2001,S300677,M,white,12B,new_york,0
2001,S300681,M,white,12B,illinois,0
2001,S300682,F,white,12B,michigan,0
2001,S300684,M,white,12A,north_carolina,1
2001,S300685,M,white,12A,north_carolina,0
2001,S300686,F,white,12B,georgia,0
2001,S300687,F,white,12A,ohio,0
2001,S300688,M,white,12A,north_carolina,0
2001,S300691,M,white,12A,florida,0
2001,S300694,M,white,12B,texas,0
2001,S300699,M,white,12A,georgia,0
2001,S300700,M,white,12A,illinois,0
2001,S300701,M,white,12A,illinois,0
2001,S300704,F,white,12A,ohio,0
2001,S300705,F,white,12B,florida,0
2001,S300706,F,white,12A,georgia,0
2001,S300707,M,white,12B,michigan,1
2001,S300709,M,white,12A,new_york,0
2001,S300711,F,white,12A,pennsylvania,0
2001,S300712,F,white,12B,florida,0
2001,S300713,M,white,12A,new_york,0
2001,S300714,F,white,12B,pennsylvania,0
2001,S300717,F,white,12A,california,0
2001,S300720,F,white,12B,pennsylvania,0
2001,S300725,F,white,12A,texas,0
2001,S300728,M,white,12A,georgia,0
2001,S300729,M,white,12B,georgia,0
2001,S300730,M,white,12B,north_carolina,0
2001,S300731,F,white,12A,north_carolina,0
2001,S300735,M,white,12A,florida,0
2001,S300741,F,white,12B,illinois,0
2001,S300742,M,white,12A,texas,0
2001,S300743,F,white,12A,new_york,0
2001,S300744,F,white,12B,texas,0
2001,S300745,M,white,12A,pennsylvania,0
2001,S300746,M,white,12A,florida,0
2001,S300748,M,white,12A,pennsylvania,0
2001,S300749,F,white,12B,new_york,0
2001,S300751,M,white,12B,pennsylvania,0
